No_of_Rooms,Unit_Type,Property_Category,Locality,Price_INR,Area_sqft,Furnishing_Status,Has_Pool,Has_Gym,Has_Parking,Has_Lift,Close_to_Hospital,Power_Backup,Kids_Play_Area,Price_per_sqft
2.0,BHK,Flat,Kondapur,44000,1250,areaFully furnished,No,No,No,No,No,No,No,35.2
2.0,BHK,Flat,Hitech City,43000,1500,areaFully furnished,No,No,No,No,No,No,No,28.666666666666668
2.0,BHK,Flat,Madhapur,38000,1100,areaFully furnished,No,No,Yes,Yes,No,No,No,34.54545454545455
2.0,BHK,Flat,Kondapur,38000,1350,areaFully furnished,No,No,No,No,No,No,No,28.14814814814815
2.0,BHK,Flat,Kondapur,27000,1100,areaSemi furnished,No,No,No,No,Yes,No,No,24.545454545454547
5.0,BHK,Villa,Manikonda,98000,4700,areaSemi furnished,No,No,Yes,No,No,No,No,20.851063829787233
3.0,BHK,Flat,Gachibowli,43000,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,23.88888888888889
1.0,BHK,Flat,Kondapur,20000,700,areaSemi furnished,No,No,No,No,Yes,No,No,28.571428571428573
2.0,BHK,Flat,Sanjeeva Reddy Nagar,26000,1180,areaSemi furnished,No,No,Yes,Yes,No,No,No,22.033898305084747
2.0,BHK,Flat,Kondapur,27500,1100,areaSemi furnished,No,No,No,No,No,No,No,25.0
2.0,BHK,Flat,Madhapur,35000,1250,areaFully furnished,No,No,Yes,Yes,No,Yes,No,28.0
3.0,BHK,Flat,Puppalaguda,40000,1850,areaSemi furnished,No,No,Yes,Yes,No,No,No,21.62162162162162
1.0,BHK,Flat,Kondapur,22000,850,areaFully furnished,No,No,No,No,No,No,No,25.88235294117647
2.0,BHK,Flat,Madhapur,36500,1150,areaFully furnished,No,No,Yes,Yes,No,Yes,No,31.73913043478261
2.0,BHK,Flat,Financial District,43000,1250,areaSemi furnished,No,Yes,Yes,Yes,No,Yes,No,34.4
3.0,BHK,Flat,Shilpa Hills,38000,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.11111111111111
2.0,BHK,Flat,Madhapur,35000,1300,areaFully furnished,No,No,Yes,Yes,No,Yes,No,26.923076923076923
3.0,BHK,Flat,Khaja Guda,55000,2025,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,27.160493827160494
2.0,BHK,Flat,Osman Nagar,35000,1185,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.535864978902953
3.0,BHK,Flat,Shilpa Hills,50000,2000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,25.0
3.0,BHK,Flat,Madhapur,60000,1800,areaFully furnished,No,No,Yes,Yes,No,Yes,No,33.333333333333336
2.0,BHK,Flat,Sanjeeva Reddy Nagar,21000,1142,areaSemi furnished,No,No,No,Yes,No,No,No,18.38879159369527
2.0,BHK,Flat,Madhapur,45000,1200,areaFully furnished,No,No,Yes,Yes,No,Yes,No,37.5
3.0,BHK,Flat,Madhapur,50000,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,27.77777777777778
3.0,BHK,Villa,Mokila,55000,2550,areaSemi furnished,Yes,Yes,Yes,No,No,Yes,No,21.568627450980394
1.0,BHK,Flat,Hafeezpet,14100,800,areaUn-furnished,No,No,No,Yes,No,Yes,No,17.625
1.0,BHK,Flat,Hafeezpet,14200,800,areaUn-furnished,No,No,No,Yes,No,Yes,No,17.75
3.0,BHK,Flat,Madhapur,65000,2500,areaFully furnished,No,No,Yes,No,No,No,No,26.0
1.0,BHK,Flat,Hafeezpet,18500,800,areaSemi furnished,No,No,No,Yes,No,Yes,No,23.125
1.0,BHK,Flat,Hafeezpet,18000,900,areaSemi furnished,No,No,No,Yes,No,Yes,No,20.0
3.0,BHK,Flat,Hitech City,50000,2000,areaSemi furnished,No,No,Yes,No,No,No,No,25.0
3.0,BHK,Flat,Rai Durg,300000,3400,areaFully furnished,No,No,Yes,No,No,No,No,88.23529411764706
3.0,BHK,Independent,Madhapur,80000,2600,areaFully furnished,No,No,Yes,No,No,No,No,30.76923076923077
1.0,BHK,Flat,Hafeezpet,23500,640,areaFully furnished,No,No,No,No,Yes,No,No,36.71875
4.0,BHK,Flat,Rai Durg,190000,3000,areaSemi furnished,No,No,Yes,No,No,No,No,63.333333333333336
4.0,BHK,Independent,Hitech City,100000,3000,areaFully furnished,No,No,Yes,No,No,No,No,33.333333333333336
4.0,BHK,Independent,Rai Durg,200000,3000,areaSemi furnished,No,No,Yes,No,No,No,No,66.66666666666667
2.0,BHK,Flat,Madhapur,32000,1150,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,27.82608695652174
4.0,BHK,Independent,Rai Durg,250000,4070,areaSemi furnished,No,No,Yes,No,No,No,No,61.42506142506142
3.0,BHK,Flat,Madhapur,45000,1900,areaSemi furnished,No,No,Yes,No,No,No,No,23.68421052631579
4.0,BHK,Independent,Rai Durg,180000,3040,areaSemi furnished,No,No,Yes,No,No,No,No,59.21052631578947
3.0,BHK,Flat,Madhapur,46000,1800,areaSemi furnished,No,No,Yes,No,No,No,No,25.555555555555557
3.0,BHK,Flat,Madhapur,43000,2050,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,20.975609756097562
4.0,BHK,Independent,Rai Durg,220000,3400,areaSemi furnished,No,No,Yes,No,No,No,No,64.70588235294117
2.0,BHK,Flat,Kondapur,42000,1200,areaFully furnished,No,No,Yes,No,No,No,No,35.0
3.0,BHK,Flat,Rai Durg,160000,3200,areaFully furnished,No,No,Yes,No,No,No,No,50.0
2.0,BHK,Flat,Madhapur,40000,1150,areaFully furnished,No,No,Yes,Yes,No,Yes,No,34.78260869565217
2.0,BHK,Flat,Madhapur,44000,950,areaFully furnished,No,Yes,Yes,Yes,No,Yes,No,46.31578947368421
2.0,BHK,Flat,Kothaguda,47000,1700,areaFully furnished,No,Yes,Yes,Yes,No,Yes,No,27.647058823529413
2.0,BHK,Flat,Madhapur,36000,2000,areaFully furnished,No,No,Yes,Yes,No,Yes,No,18.0
1.0,BHK,Flat,Kondapur,25000,900,areaFully furnished,No,No,No,No,No,No,No,27.77777777777778
2.0,BHK,Flat,Gachibowli,25000,1150,areaSemi furnished,No,No,No,No,Yes,No,No,21.73913043478261
1.0,BHK,Flat,Kondapur,20000,560,areaFully furnished,No,No,No,No,Yes,No,No,35.714285714285715
2.0,BHK,Flat,Sanjeeva Reddy Nagar,21000,1085,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,19.35483870967742
1.5,BHK,Flat,Ameerpet,12000,650,areaSemi furnished,No,No,No,Yes,No,No,No,18.46153846153846
1.0,BHK,Flat,Yousufguda,11000,610,areaSemi furnished,No,No,No,Yes,No,Yes,No,18.0327868852459
1.0,RK,Flat,Kondapur,11000,610,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,18.0327868852459
1.0,BHK,Flat,Kondapur,20500,800,areaSemi furnished,No,No,No,No,No,No,No,25.625
1.0,BHK,Flat,Ameerpet,12000,550,areaUn-furnished,No,No,Yes,No,No,No,No,21.818181818181817
1.0,BHK,Flat,Ameerpet,11200,599,areaSemi furnished,No,No,No,Yes,No,Yes,Yes,18.697829716193656
1.0,BHK,Flat,Kondapur,21110,800,areaSemi furnished,No,No,No,Yes,No,No,No,26.3875
1.0,BHK,Flat,Kondapur,16166,800,areaSemi furnished,No,No,No,No,No,No,No,20.2075
1.0,BHK,Flat,Kondapur,17566,800,areaSemi furnished,No,No,No,Yes,No,No,No,21.9575
1.0,BHK,Flat,Kondapur,20001,800,areaSemi furnished,No,No,No,Yes,No,No,No,25.00125
1.0,BHK,Flat,Kondapur,19411,800,areaSemi furnished,No,No,No,No,No,No,No,24.26375
1.0,BHK,Flat,Kondapur,15433,800,areaSemi furnished,No,No,No,No,No,No,No,19.29125
1.0,BHK,Flat,Sanjeeva Reddy Nagar,11000,720,areaUn-furnished,No,No,Yes,No,No,No,No,15.277777777777779
1.0,BHK,Flat,Kondapur,19666,800,areaSemi furnished,No,No,No,No,No,No,No,24.5825
2.0,BHK,Flat,Sanath Nagar,18000,1100,areaSemi furnished,No,No,Yes,Yes,No,No,No,16.363636363636363
1.0,RK,Flat,Ameerpet,7500,420,areaSemi furnished,No,No,Yes,No,No,No,No,17.857142857142858
1.0,BHK,Flat,Sanjeeva Reddy Nagar,12000,650,areaSemi furnished,No,No,Yes,Yes,No,No,No,18.46153846153846
1.0,BHK,Flat,Ameerpet,12000,650,areaSemi furnished,No,No,Yes,Yes,No,No,No,18.46153846153846
1.0,BHK,Flat,Hafeezpet,12500,750,areaUn-furnished,No,No,Yes,Yes,No,Yes,No,16.666666666666668
1.0,BHK,Flat,Kondapur,15177,800,areaSemi furnished,No,No,No,Yes,No,No,No,18.97125
2.0,BHK,Flat,Kondapur,25500,1050,areaUn-furnished,No,No,No,No,No,No,No,24.285714285714285
1.0,BHK,Flat,Kondapur,15111,800,areaSemi furnished,No,No,No,Yes,No,No,No,18.88875
1.0,BHK,Flat,Kondapur,20544,800,areaSemi furnished,No,No,No,Yes,No,No,No,25.68
2.0,BHK,Flat,Kondapur,36000,1120,areaFully furnished,No,No,No,No,Yes,No,No,32.142857142857146
1.0,BHK,Flat,Kondapur,17155,800,areaSemi furnished,No,No,No,Yes,No,No,No,21.44375
1.0,BHK,Flat,Kondapur,21111,800,areaSemi furnished,No,No,No,Yes,No,No,No,26.38875
1.0,BHK,Flat,Ameerpet,11500,580,areaSemi furnished,No,No,Yes,Yes,No,No,No,19.82758620689655
1.0,BHK,Flat,Kondapur,21000,800,areaSemi furnished,No,No,No,No,No,No,No,26.25
5.0,BHK,Duplex,Jubilee Hills,1000000,6500,areaFully furnished,No,No,Yes,No,No,No,No,153.84615384615384
2.0,BHK,Flat,Kondapur,25000,1050,areaUn-furnished,No,No,No,No,No,No,No,23.80952380952381
1.0,RK,Flat,Kondapur,9500,600,areaUn-furnished,No,No,No,No,No,No,No,15.833333333333334
1.0,BHK,Flat,Kondapur,16123,800,areaSemi furnished,No,No,No,No,No,No,No,20.15375
1.0,BHK,Flat,Kondapur,17563,800,areaSemi furnished,No,No,No,No,No,No,No,21.95375
1.0,BHK,Flat,Kondapur,15213,800,areaSemi furnished,No,No,No,No,No,No,No,19.01625
1.0,BHK,Flat,Kondapur,16011,800,areaSemi furnished,No,No,No,No,No,No,No,20.01375
1.0,BHK,Flat,Sanjeeva Reddy Nagar,11300,735,areaUn-furnished,No,No,Yes,No,No,No,No,15.374149659863946
1.0,BHK,Flat,Hafeezpet,14000,800,areaUn-furnished,No,No,No,No,No,No,No,17.5
1.0,BHK,Flat,Kondapur,14500,790,areaUn-furnished,No,No,No,No,No,No,No,18.354430379746834
2.0,BHK,Flat,Kondapur,26000,1200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.666666666666668
1.0,BHK,Flat,Kondapur,21000,800,areaFully furnished,No,No,No,No,Yes,No,No,26.25
2.0,BHK,Flat,Kondapur,26111,1050,areaUn-furnished,No,No,No,No,No,No,No,24.867619047619048
1.0,BHK,Flat,Kondapur,17000,800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.25
1.0,BHK,Flat,Yousufguda,11800,602,areaSemi furnished,No,No,No,Yes,No,No,No,19.601328903654483
2.0,BHK,Flat,Kukatpally,30000,750,areaFully furnished,No,No,Yes,No,No,Yes,No,40.0
2.0,BHK,Flat,Sanath Nagar,18450,1011,areaUn-furnished,No,No,Yes,No,No,No,No,18.24925816023739
1.0,BHK,Flat,Kondapur,14000,800,areaUn-furnished,No,No,No,No,No,No,No,17.5
1.0,BHK,Flat,Ameerpet,12400,528,areaUn-furnished,No,No,Yes,Yes,No,No,Yes,23.484848484848484
1.0,BHK,Flat,Yousufguda,11400,687,areaSemi furnished,No,No,No,No,No,No,No,16.593886462882097
3.0,BHK,Flat,Kondapur,39000,1800,areaSemi furnished,No,No,No,No,No,No,No,21.666666666666668
2.0,BHK,Flat,Kondapur,26000,1150,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,22.608695652173914
3.0,BHK,Flat,Kondapur,40000,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,22.22222222222222
1.0,BHK,Flat,Sanjeeva Reddy Nagar,13100,525,areaUn-furnished,No,No,Yes,Yes,No,No,Yes,24.952380952380953
3.0,BHK,Flat,Kondapur,35000,1800,areaSemi furnished,No,No,Yes,No,No,No,No,19.444444444444443
1.0,BHK,Flat,Sanath Nagar,11350,650,areaUn-furnished,No,No,Yes,No,No,No,No,17.46153846153846
3.0,BHK,Flat,Kondapur,36000,1850,areaSemi furnished,No,No,No,No,Yes,No,No,19.45945945945946
3.0,BHK,Flat,Kondapur,36500,1850,areaSemi furnished,No,No,No,No,Yes,No,No,19.72972972972973
3.0,BHK,Flat,Kondapur,43000,1850,areaFully furnished,No,No,Yes,No,No,No,No,23.243243243243242
1.0,BHK,Flat,Kondapur,23000,650,areaFully furnished,No,No,No,No,Yes,No,No,35.38461538461539
3.0,BHK,Flat,Kondapur,35000,1850,areaSemi furnished,No,No,No,No,Yes,No,No,18.91891891891892
3.0,BHK,Flat,Kondapur,37000,1800,areaSemi furnished,No,No,No,No,No,No,No,20.555555555555557
1.0,BHK,Flat,Sanjeeva Reddy Nagar,13100,520,areaUn-furnished,No,No,Yes,Yes,No,No,Yes,25.192307692307693
1.0,BHK,Flat,Kondapur,18000,790,areaSemi furnished,No,No,No,No,No,No,No,22.78481012658228
1.0,BHK,Flat,Kondapur,14200,780,areaUn-furnished,No,No,No,No,No,No,No,18.205128205128204
1.0,BHK,Flat,Kondapur,16000,700,areaUn-furnished,No,No,Yes,No,No,No,No,22.857142857142858
1.0,BHK,Flat,Kondapur,28000,1200,areaSemi furnished,No,No,No,No,No,No,No,23.333333333333332
3.0,BHK,Flat,Kondapur,38000,1760,areaSemi furnished,No,No,No,No,No,Yes,No,21.59090909090909
3.0,BHK,Flat,Kondapur,38000,2580,areaSemi furnished,No,No,No,No,Yes,No,No,14.728682170542635
1.0,BHK,Flat,Kondapur,24500,754,areaFully furnished,No,No,No,No,Yes,No,No,32.49336870026525
1.0,BHK,Flat,Sanjeeva Reddy Nagar,11250,730,areaUn-furnished,No,No,Yes,Yes,No,No,No,15.41095890410959
1.0,RK,Flat,Kondapur,9000,543,areaSemi furnished,No,No,No,No,Yes,No,No,16.574585635359117
3.0,BHK,Flat,Kondapur,40000,1800,areaSemi furnished,No,No,No,No,No,No,No,22.22222222222222
1.0,RK,Flat,Kondapur,9000,650,areaUn-furnished,No,No,No,No,No,No,No,13.846153846153847
1.0,BHK,Flat,Kondapur,23000,750,areaFully furnished,No,No,Yes,No,No,No,No,30.666666666666668
2.0,BHK,Flat,Hafeezpet,32000,1089,areaSemi furnished,No,No,No,No,No,No,No,29.38475665748393
2.0,BHK,Flat,Kondapur,34000,1350,areaFully furnished,No,No,Yes,No,No,No,No,25.185185185185187
1.0,BHK,Flat,Kondapur,15300,700,areaUn-furnished,No,No,No,No,No,No,No,21.857142857142858
1.0,BHK,Flat,Kondapur,18513,650,areaSemi furnished,No,No,No,Yes,No,No,No,28.481538461538463
1.0,BHK,Flat,Hafeezpet,13500,760,areaUn-furnished,No,No,No,No,No,No,No,17.763157894736842
3.0,BHK,Flat,Kondapur,32000,1700,areaUn-furnished,No,Yes,Yes,Yes,No,Yes,No,18.823529411764707
1.0,BHK,Flat,Kondapur,19000,650,areaSemi furnished,No,No,No,Yes,No,No,No,29.23076923076923
1.0,BHK,Flat,Kondapur,32000,1200,areaSemi furnished,No,No,Yes,No,No,No,No,26.666666666666668
3.0,BHK,Flat,Kondapur,12300,800,areaUn-furnished,No,No,No,No,Yes,No,No,15.375
1.0,BHK,Flat,Kondapur,30000,1200,areaFully furnished,No,No,No,No,Yes,No,No,25.0
2.0,BHK,Flat,Kondapur,17000,753,areaSemi furnished,No,No,No,No,Yes,No,No,22.57636122177955
1.0,BHK,Flat,Kondapur,10500,600,areaSemi furnished,No,No,No,No,No,No,No,17.5
2.0,BHK,Flat,Kondapur,42000,2500,areaSemi furnished,No,No,No,No,Yes,No,No,16.8
1.0,BHK,Flat,Kondapur,27000,1150,areaSemi furnished,No,No,No,No,No,No,No,23.47826086956522
1.0,RK,Flat,Kondapur,48000,1756,areaSemi furnished,No,No,No,No,Yes,No,No,27.33485193621868
3.0,BHK,Flat,Kondapur,24000,792,areaFully furnished,No,No,No,No,Yes,No,No,30.303030303030305
2.0,BHK,Flat,Kondapur,24000,800,areaFully furnished,No,No,Yes,Yes,No,Yes,No,30.0
3.0,BHK,Flat,Kondapur,18501,650,areaSemi furnished,No,No,No,Yes,No,No,No,28.463076923076922
1.0,BHK,Flat,Kondapur,27000,1250,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.6
1.0,BHK,Flat,Kondapur,23000,550,areaFully furnished,No,No,Yes,No,No,No,No,41.81818181818182
1.0,BHK,Flat,Kondapur,14000,700,areaSemi furnished,No,No,No,No,Yes,No,No,20.0
2.0,BHK,Flat,Kondapur,29000,800,areaUn-furnished,No,No,Yes,Yes,No,Yes,No,36.25
1.0,BHK,Flat,Kondapur,26000,800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,32.5
1.0,BHK,Flat,Kondapur,33000,1250,areaSemi furnished,No,No,No,No,Yes,No,No,26.4
2.0,BHK,Flat,Kondapur,28000,1210,areaSemi furnished,No,No,No,No,No,No,No,23.140495867768596
2.0,BHK,Flat,Kondapur,20000,600,areaUn-furnished,No,No,Yes,No,No,No,No,33.333333333333336
2.0,BHK,Flat,Kondapur,38000,1250,areaFully furnished,No,No,No,No,Yes,No,No,30.4
2.0,BHK,Flat,Kondapur,25000,750,areaFully furnished,No,No,No,No,Yes,No,No,33.333333333333336
1.0,BHK,Flat,Gachibowli,40000,1652,areaSemi furnished,No,No,No,No,No,No,No,24.213075060532688
2.0,BHK,Flat,Kondapur,18520,750,areaSemi furnished,No,No,No,No,Yes,No,No,24.69333333333333
1.0,BHK,Flat,Kondapur,14200,800,areaUn-furnished,No,No,No,No,No,No,No,17.75
3.0,BHK,Flat,Kondapur,17500,550,areaSemi furnished,No,No,Yes,No,No,No,No,31.818181818181817
1.0,BHK,Flat,Kondapur,13200,800,areaUn-furnished,No,No,No,No,Yes,No,No,16.5
1.0,BHK,Flat,Kondapur,40000,1250,areaFully furnished,No,No,No,No,Yes,No,No,32.0
1.0,BHK,Flat,Kondapur,17500,780,areaSemi furnished,No,No,No,No,No,No,No,22.435897435897434
3.0,BHK,Flat,Kondapur,36000,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,20.0
2.0,BHK,Flat,Kondapur,26000,1160,areaSemi furnished,No,No,No,No,No,No,No,22.413793103448278
1.0,BHK,Flat,Kondapur,22500,790,areaFully furnished,No,No,No,No,No,No,No,28.481012658227847
2.0,BHK,Flat,Kondapur,26000,800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,32.5
1.0,BHK,Flat,Kondapur,18004,500,areaSemi furnished,No,No,Yes,No,No,No,No,36.008
2.0,BHK,Flat,Kondapur,33000,1240,areaFully furnished,No,No,No,No,Yes,No,No,26.612903225806452
2.0,BHK,Flat,Kondapur,28000,1235,areaSemi furnished,No,No,Yes,Yes,No,No,No,22.672064777327936
1.0,BHK,Flat,Kondapur,16500,800,areaSemi furnished,No,No,No,No,No,No,No,20.625
1.0,BHK,Flat,Kondapur,15500,790,areaSemi furnished,No,No,No,No,No,No,No,19.620253164556964
1.0,BHK,Flat,Kondapur,14900,750,areaUn-furnished,No,No,No,No,Yes,No,No,19.866666666666667
3.0,BHK,Flat,Kondapur,45000,1850,areaSemi furnished,No,No,No,No,Yes,No,No,24.324324324324323
1.0,BHK,Flat,Kondapur,19001,650,areaSemi furnished,No,No,No,Yes,No,No,No,29.232307692307693
3.0,BHK,Flat,Kondapur,33000,1750,areaSemi furnished,No,No,No,No,No,No,No,18.857142857142858
2.0,BHK,Flat,Kondapur,40000,1255,areaFully furnished,No,No,Yes,Yes,No,Yes,No,31.872509960159363
1.0,BHK,Flat,Kondapur,23000,800,areaFully furnished,No,No,Yes,Yes,No,Yes,No,28.75
3.0,BHK,Flat,Kondapur,38000,1700,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,22.352941176470587
3.0,BHK,Flat,Kondapur,40000,2300,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,17.391304347826086
1.0,BHK,Flat,Kondapur,23000,600,areaFully furnished,No,No,No,No,No,No,No,38.333333333333336
3.0,BHK,Flat,Kondapur,54000,1750,areaFully furnished,No,No,No,No,Yes,No,No,30.857142857142858
1.0,BHK,Flat,Kondapur,15500,850,areaFully furnished,No,No,Yes,Yes,No,Yes,No,18.235294117647058
2.0,BHK,Flat,Kondapur,30000,1250,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,24.0
1.0,BHK,Flat,Kondapur,23000,400,areaFully furnished,No,No,Yes,Yes,No,Yes,No,57.5
2.0,BHK,Flat,Kondapur,32000,1200,areaFully furnished,No,No,Yes,Yes,No,Yes,No,26.666666666666668
3.0,BHK,Flat,Kondapur,40000,2200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,18.181818181818183
1.0,BHK,Flat,Kondapur,24000,450,areaFully furnished,No,No,Yes,Yes,No,Yes,No,53.333333333333336
3.0,BHK,Flat,Kondapur,35000,5432,areaSemi furnished,No,No,No,No,Yes,No,No,6.443298969072165
2.0,BHK,Flat,Kondapur,23000,1142,areaSemi furnished,No,No,No,No,Yes,No,No,20.140105078809107
1.0,BHK,Flat,Sanjeeva Reddy Nagar,12400,685,areaSemi furnished,No,No,No,Yes,No,No,No,18.1021897810219
3.0,BHK,Flat,Kondapur,45000,3400,areaFully furnished,No,No,No,No,No,No,No,13.235294117647058
3.0,BHK,Flat,Kondapur,49000,2000,areaFully furnished,No,No,No,No,Yes,No,No,24.5
1.0,BHK,Flat,Kondapur,14000,750,areaUn-furnished,No,No,No,No,Yes,No,No,18.666666666666668
3.0,BHK,Flat,Kondapur,38000,1650,areaSemi furnished,No,No,No,No,No,No,No,23.03030303030303
1.0,BHK,Flat,Kondapur,13700,720,areaUn-furnished,No,No,No,No,No,No,No,19.02777777777778
1.0,BHK,Flat,Yousufguda,14000,520,areaUn-furnished,No,No,Yes,No,No,No,No,26.923076923076923
1.0,BHK,Flat,Kondapur,16700,754,areaUn-furnished,No,No,No,No,Yes,No,No,22.148541114058354
1.0,BHK,Flat,Kondapur,26000,754,areaFully furnished,No,No,No,No,Yes,No,No,34.48275862068966
2.0,BHK,Flat,Kondapur,25000,1000,areaUn-furnished,No,No,Yes,Yes,No,Yes,No,25.0
1.0,RK,Flat,Kondapur,11000,524,areaUn-furnished,No,No,No,No,Yes,No,No,20.99236641221374
1.0,RK,Flat,Kondapur,14000,543,areaSemi furnished,No,No,No,No,Yes,No,No,25.78268876611418
2.0,BHK,Flat,Kondapur,35000,1250,areaFully furnished,No,No,No,No,Yes,No,No,28.0
1.0,BHK,Flat,Kondapur,23000,753,areaFully furnished,No,No,No,No,Yes,No,No,30.54448871181939
1.0,BHK,Flat,Kondapur,14500,766,areaSemi furnished,No,No,No,No,No,No,No,18.929503916449086
2.0,BHK,Flat,Kondapur,33000,1576,areaSemi furnished,No,No,No,No,Yes,No,No,20.939086294416242
1.0,RK,Flat,Kondapur,11000,600,areaSemi furnished,No,No,No,No,No,No,No,18.333333333333332
3.0,BHK,Flat,Kondapur,38000,1453,areaSemi furnished,No,No,No,No,Yes,No,No,26.152787336545078
2.0,BHK,Flat,Kondapur,29000,1252,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,23.162939297124602
2.0,BHK,Flat,Kondapur,29000,1150,areaSemi furnished,No,No,No,No,Yes,No,No,25.217391304347824
3.0,BHK,Flat,Kondapur,47000,4532,areaSemi furnished,No,No,No,No,Yes,No,No,10.370697263901148
1.0,BHK,Flat,Sanath Nagar,11000,700,areaUn-furnished,No,No,Yes,No,No,No,No,15.714285714285714
2.0,BHK,Flat,Sanath Nagar,22200,1200,areaSemi furnished,No,No,Yes,No,No,No,No,18.5
2.0,BHK,Flat,Hafeezpet,24000,1101,areaSemi furnished,No,No,No,No,No,No,No,21.798365122615802
2.0,BHK,Flat,Kondapur,34000,1243,areaSemi furnished,No,No,No,No,Yes,No,No,27.35317779565567
2.0,BHK,Flat,Kondapur,25500,1100,areaSemi furnished,No,No,No,No,No,No,No,23.181818181818183
2.0,BHK,Flat,Kondapur,37500,1256,areaFully furnished,No,No,No,No,Yes,No,No,29.856687898089174
1.0,BHK,Flat,Kondapur,15000,800,areaSemi furnished,No,No,No,No,No,No,No,18.75
1.0,BHK,Flat,Hafeezpet,14000,790,areaUn-furnished,No,No,No,No,No,No,No,17.72151898734177
1.0,BHK,Flat,Kondapur,46000,2000,areaFully furnished,No,No,No,No,No,No,No,23.0
3.0,BHK,Flat,Sanath Nagar,11800,620,areaUn-furnished,No,No,Yes,Yes,Yes,No,No,19.032258064516128
3.0,BHK,Flat,Kondapur,40000,1650,areaSemi furnished,No,No,No,No,No,No,No,24.242424242424242
1.0,RK,Flat,Kondapur,21000,756,areaSemi furnished,No,No,No,No,No,No,No,27.77777777777778
3.0,BHK,Flat,Kondapur,41000,1425,areaSemi furnished,No,No,No,No,Yes,No,No,28.771929824561404
1.0,BHK,Flat,Sanjeeva Reddy Nagar,11650,650,areaUn-furnished,No,No,Yes,No,No,No,No,17.923076923076923
3.0,BHK,Flat,Kondapur,44000,1950,areaFully furnished,No,No,No,No,Yes,No,No,22.564102564102566
2.0,BHK,Flat,Sanath Nagar,22100,1230,areaSemi furnished,No,No,Yes,Yes,No,No,No,17.96747967479675
2.0,BHK,Flat,Sanjeeva Reddy Nagar,22000,1200,areaSemi furnished,No,No,Yes,Yes,No,No,No,18.333333333333332
2.0,BHK,Flat,Sanjeeva Reddy Nagar,22400,1250,areaSemi furnished,No,No,Yes,Yes,No,No,No,17.92
2.0,BHK,Flat,Ameerpet,22500,1011,areaUn-furnished,No,No,Yes,Yes,No,No,Yes,22.255192878338278
1.0,BHK,Flat,Sanath Nagar,11200,700,areaUn-furnished,No,No,Yes,No,No,No,No,16.0
1.0,BHK,Flat,Sanath Nagar,11200,730,areaSemi furnished,No,No,Yes,Yes,No,No,No,15.342465753424657
3.0,BHK,Flat,Kondapur,48000,1950,areaFully furnished,No,No,No,No,Yes,No,No,24.615384615384617
1.0,BHK,Flat,Kondapur,21000,600,areaFully furnished,No,No,No,No,No,No,No,35.0
2.0,BHK,Flat,Kondapur,30000,1400,areaSemi furnished,No,No,No,No,Yes,No,No,21.428571428571427
2.0,BHK,Flat,Kondapur,24500,1142,areaSemi furnished,No,No,No,No,Yes,No,No,21.453590192644484
3.0,BHK,Flat,Kondapur,56000,2000,areaFully furnished,No,No,Yes,Yes,No,Yes,No,28.0
2.0,BHK,Flat,Kondapur,21500,1543,areaUn-furnished,No,No,No,No,Yes,No,No,13.933895009721322
1.0,RK,Flat,Kondapur,14000,512,areaSemi furnished,No,No,No,No,No,No,No,27.34375
1.0,BHK,Flat,Kondapur,14000,534,areaUn-furnished,No,No,No,No,Yes,No,No,26.217228464419474
3.0,BHK,Flat,Ameerpet,36000,1900,areaSemi furnished,No,No,Yes,Yes,No,No,No,18.94736842105263
3.0,BHK,Flat,Kondapur,56000,1452,areaFully furnished,No,No,No,No,No,No,No,38.56749311294766
2.0,BHK,Flat,Sanjeeva Reddy Nagar,16800,1011,areaUn-furnished,No,No,No,No,Yes,No,No,16.617210682492583
1.0,BHK,Flat,Kondapur,14500,750,areaUn-furnished,No,No,No,No,Yes,No,No,19.333333333333332
1.0,BHK,Flat,Kondapur,17511,800,areaSemi furnished,No,No,No,Yes,No,No,No,21.88875
1.0,RK,Flat,Kondapur,11500,534,areaUn-furnished,No,No,No,No,Yes,No,No,21.53558052434457
